Recipe,Cat,Subcat,Calories,Kilojoules,Fat,Saturated Fat,Cholesterol,Sodium,Carbohydrates,Fiber,Total Sugars,Protein,Calcium,URL
Blueberry-Lemon Charlotte,Desserts,Warm Desserts,242,1014,3.7,1.2,3,291,47.2,2.1,32.1,6,102,"https://www.calorieking.com/recipes/Desserts/Warm-Desserts/Blueberry-Lemon-Charlotte_Y2lkPTgmc2lkPTMxJnJpZD05NTk.html
"
Cinnamon Raisin Kugel,Desserts,Warm Desserts,206,862,7.7,4,79,102,27.3,1,11.5,7,51,"https://www.calorieking.com/recipes/Desserts/Warm-Desserts/Cinnamon-Raisin-Kugel_Y2lkPTgmc2lkPTMxJnJpZD03NjU.html
"
Dessert Waffles With Spiced Blueberry Sauce,Desserts,Warm Desserts,300,1256,4.8,1.8,30,291,58.6,2.6,31.5,7,262,"https://www.calorieking.com/recipes/Desserts/Warm-Desserts/Dessert-Waffles-With-Spiced-Blueberry-Sauce_Y2lkPTgmc2lkPTMxJnJpZD00NTk.html
"
Fruit Compote,Desserts,Warm Desserts,153,641,0.2,0,0,8,40.2,3.3,33.4,0.8,19.7,"https://www.calorieking.com/recipes/Desserts/Warm-Desserts/Fruit-Compote_Y2lkPTgmc2lkPTMxJnJpZD0zOTU.html
"
Ginger-Stuffed Baked Apples,Desserts,Warm Desserts,180,754,0.8,0.1,0,33,44.5,3.5,35,1.1,17,"https://www.calorieking.com/recipes/Desserts/Warm-Desserts/Ginger-Stuffed-Baked-Apples_Y2lkPTgmc2lkPTMxJnJpZD00MzQ.html
"
Grilled Peaches with Vanilla Ricotta,Desserts,Warm Desserts,111,463,2.3,1.3,6,23,21.4,2.3,18.7,2.8,47,"https://www.calorieking.com/recipes/Desserts/Warm-Desserts/Grilled-Peaches-with-Vanilla-Ricotta_Y2lkPTgmc2lkPTMxJnJpZD05OTg.html
"
Low-fat Sticky Date Pudding,Desserts,Warm Desserts,191,798,3.5,0.9,34,299,37.4,1.6,24.3,3.7,109,"https://www.calorieking.com/recipes/Desserts/Warm-Desserts/Low-fat-Sticky-Date-Pudding_Y2lkPTgmc2lkPTMxJnJpZD0zMjU.html
"
Middle Eastern Dessert Rice,Desserts,Warm Desserts,134,562,2.2,0.3,0,57,24.4,1.1,12.2,4.4,144,"https://www.calorieking.com/recipes/Desserts/Warm-Desserts/Middle-Eastern-Dessert-Rice_Y2lkPTgmc2lkPTMxJnJpZD05MQ.html
"
Poached Pears,Desserts,Warm Desserts,162,678,0,0,0,3,40,4.5,36,0.5,41,"https://www.calorieking.com/recipes/Desserts/Warm-Desserts/Poached-Pears_Y2lkPTgmc2lkPTMxJnJpZD0yNzI.html
"
Poached Red Pear Zinfandel,Desserts,Warm Desserts,271,1134,0.3,0,0,3,56,6.5,44,0.8,20,"https://www.calorieking.com/recipes/Desserts/Warm-Desserts/Poached-Red-Pear-Zinfandel_Y2lkPTgmc2lkPTMxJnJpZD00MjU.html
"
Alaska Halibut Volterra,Fish and Shellfish,Fish Dishes,332,1386,10.5,5,68,1126,22.2,2.3,5.2,35.8,264,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Alaska-Halibut-Volterra_Y2lkPTEyJnNpZD0yMSZyaWQ9ODY1.html
"
Asian Noodles with Poached Alaska Salmon,"Soup, Stew and Chili","Warm Soup, Stew and Chili",362,1515,9.2,1.2,59,711,35,4,2.8,35.3,176,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Asian-Noodles-with-Poached-Alaska-Salmon_Y2lkPTEyJnNpZD0yMSZyaWQ9ODUx.html
"
Baked Baby Snapper with Tangy Herb Sauce,Fish and Shellfish,Fish Dishes,298,1244,4.6,1,93,296,5.1,0.2,4.7,54.5,208,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Baked-Baby-Snapper-with-Tangy-Herb-Sauce_Y2lkPTEyJnNpZD0yMSZyaWQ9NDk5.html
"
Baked Fish,Fish and Shellfish,Fish Dishes,296,1239,5,1.2,81,844,13,1.2,2,47,105,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Baked-Fish_Y2lkPTEyJnNpZD0yMSZyaWQ9MzU.html
"
Baked Trout,Fish and Shellfish,Fish Dishes,221,925,9.4,1.7,82,75,2.6,0.4,0.4,30,68,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Baked-Trout_Y2lkPTEyJnNpZD0yMSZyaWQ9Njky.html
"
Broiled Tilapia with Mustard and Yogurt Sauce,Fish and Shellfish,Fish Dishes,210,879,6.7,2,86,212,2.1,0.2,1,35.7,35,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Broiled-Tilapia-with-Mustard-and-Yogurt-Sauce_Y2lkPTEyJnNpZD0yMSZyaWQ9MTAyMg.html
"
Catch of the Day Stew,"Soup, Stew and Chili","Warm Soup, Stew and Chili",176,736,5.5,1.2,45,554,12.8,2.8,5.3,19,71,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Catch-of-the-Day-Stew_Y2lkPTEyJnNpZD0yMSZyaWQ9OTYy.html
"
Char-grilled Swordfish on Warm Avocado Corn Salad,Fish and Shellfish,Fish Dishes,341,1424,15,2.9,55,135,19.6,4.5,3.2,31,16,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Char-grilled-Swordfish-on-Warm-Avocado-Corn-Salad_Y2lkPTEyJnNpZD0yMSZyaWQ9Nzc3.html
"
Cod with Greek Salsa,Fish and Shellfish,Fish Dishes,115,480,2.4,0.6,43,207,2.6,0.9,1.4,20.2,38,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Cod-with-Greek-Salsa_Y2lkPTEyJnNpZD0yMSZyaWQ9MTAwNQ.html
"
Cumin Dusted Red Snapper with California Cling Peach Salsa,Fish and Shellfish,Fish Dishes,293,1225,9.3,1.5,63,429,16.2,2.1,12.1,36.2,64,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Cumin-Dusted-Red-Snapper-with-California-Cling-Peach-Salsa_Y2lkPTEyJnNpZD0yMSZyaWQ9ODYy.html
"
Curried Fish,Fish and Shellfish,Fish Dishes,241,1009,11.7,1.1,40,494,6,0.3,1.8,27,79,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Curried-Fish_Y2lkPTEyJnNpZD0yMSZyaWQ9MjM5.html
"
Curried Fish Fillets,Fish and Shellfish,Fish Dishes,191,799,3.5,0.5,40,292,12,2.5,4.5,27.9,96,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Curried-Fish-Fillets_Y2lkPTEyJnNpZD0yMSZyaWQ9MjMz.html
"
Fish Cutlets in Herb Tomato Coulis,Fish and Shellfish,Fish Dishes,212,887,3.5,1,94,700,8,2,6.7,37,65,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Fish-Cutlets-in-Herb-Tomato-Coulis_Y2lkPTEyJnNpZD0yMSZyaWQ9MjI5.html
"
Fish Fillets with Creamy Mushroom Sauce,Fish and Shellfish,Fish Dishes,217,906,5.9,0.8,64,297,13.6,0.7,7.6,26.4,192,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Fish-Fillets-with-Creamy-Mushroom-Sauce_Y2lkPTEyJnNpZD0yMSZyaWQ9MzQ.html
"
Fish Fillets with Yogurt Sauce,Fish and Shellfish,Fish Dishes,136,570,2.6,0.4,37,106,1.6,0,1.6,24.8,94,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Fish-Fillets-with-Yogurt-Sauce_Y2lkPTEyJnNpZD0yMSZyaWQ9ODA3.html
"
Fish and Asparagus Coconut Curry,Fish and Shellfish,Fish Dishes,255,1067,4.5,3,48,187,30.8,6,7,24.8,70,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Fish-and-Asparagus-Coconut-Curry_Y2lkPTEyJnNpZD0yMSZyaWQ9OTc1.html
"
French-Style Snapper,Fish and Shellfish,Fish Dishes,133,557,1.7,0.4,46,81,2,0,0,26,48,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/French-Style-Snapper_Y2lkPTEyJnNpZD0yMSZyaWQ9MjQx.html
"
Grilled Fish with Corn and Leek,Fish and Shellfish,Fish Dishes,242,1013,10,1,52,52,12,1,2.5,26,23,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Grilled-Fish-with-Corn-and-Leek_Y2lkPTEyJnNpZD0yMSZyaWQ9NDg4.html
"
Grilled Fish with Ratatouille,Fish and Shellfish,Fish Dishes,205,854,4.6,1.1,71,136,16.8,6.8,7.7,25.4,116,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Grilled-Fish-with-Ratatouille_Y2lkPTEyJnNpZD0yMSZyaWQ9ODEx.html
"
Grilled Salmon with Avocado and Bean Salad,Fish and Shellfish,Fish Dishes,491,2055,12,1.8,59,107,67,11,4.2,31,84,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Grilled-Salmon-with-Avocado-and-Bean-Salad_Y2lkPTEyJnNpZD0yMSZyaWQ9NTAx.html
"
Grilled/Campfire Fish Dinner,Fish and Shellfish,Fish Dishes,316,1322,7.2,2.6,145,424,24,3,2.5,37.5,312,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Grilled-Campfire-Fish-Dinner_Y2lkPTEyJnNpZD0yMSZyaWQ9ODA4.html
"
Halibut With A Heart (Red Pepper Sauce),Fish and Shellfish,Fish Dishes,237,989,7.4,1.7,45,625,11.1,2.3,6.9,31,106,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Halibut-With-A-Heart-Red-Pepper-Sauce_Y2lkPTEyJnNpZD0yMSZyaWQ9ODUy.html
"
Lemon Coconut Fish,Fish and Shellfish,Fish Dishes,247,1025,8.5,4,93,69,10,1,3.5,31,110,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Lemon-Coconut-Fish_Y2lkPTEyJnNpZD0yMSZyaWQ9NTc2.html
"
Lemon Fish Rolls,Fish and Shellfish,Fish Dishes,216,903,7.9,1,71,157,13.3,1.9,2.1,23.5,68,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Lemon-Fish-Rolls_Y2lkPTEyJnNpZD0yMSZyaWQ9MzY.html
"
Lemon and Fennel Salmon Steaks,Fish and Shellfish,Fish Dishes,230,961,8.2,1.3,89,161,2.3,0.7,1,34.2,36,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Lemon-and-Fennel-Salmon-Steaks_Y2lkPTEyJnNpZD0yMSZyaWQ9Nzc4.html
"
Mango and Black Bean Salad with Grilled Tuna,Fish and Shellfish,Fish Dishes,326,1365,12,2,52,525,31,10,18,33,131,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Mango-and-Black-Bean-Salad-with-Grilled-Tuna_Y2lkPTEyJnNpZD0yMSZyaWQ9NTgy.html
"
Mushroom and Fish Skewers,Fish and Shellfish,Fish Dishes,258,1077,13,2,37,230,6.5,2,5.5,27,10,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Mushroom-and-Fish-Skewers_Y2lkPTEyJnNpZD0yMSZyaWQ9NjAz.html
"
Oven Fried Catfish,Fish and Shellfish,Fish Dishes,183,766,8,0,0,581,6.6,0.2,0.5,18,5,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Oven-Fried-Catfish_Y2lkPTEyJnNpZD0yMSZyaWQ9NjM3.html
"
Paella,Fish and Shellfish,Fish Dishes,443,1854,8,2,112,774,62,1.4,2.4,31,53,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Paella_Y2lkPTEyJnNpZD0yMSZyaWQ9MTYw.html
"
Pan-Sautéed Tilapia with Gingered Vegetables,Fish and Shellfish,Fish Dishes,256,1068,8.4,1.8,85,287,10.5,2.7,2.9,36.4,60,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Pan-Saut-ed-Tilapia-with-Gingered-Vegetables_Y2lkPTEyJnNpZD0yMSZyaWQ9ODY3.html
"
Pasta Salad with Yogurt Poppyseed Dressing,Fish and Shellfish,Fish Dishes,308,1286,2.6,0.7,19,181,49.9,2.9,4.3,19.8,64,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Pasta-Salad-with-Yogurt-Poppyseed-Dressing_Y2lkPTEyJnNpZD0yMSZyaWQ9MjUy.html
"
Piquant Lemon Whiting,Fish and Shellfish,Fish Dishes,114,478,1.5,0.3,76,376,3.4,0.6,1.2,21.1,65,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Piquant-Lemon-Whiting_Y2lkPTEyJnNpZD0yMSZyaWQ9MjQw.html
"
Prawn and Salmon Mousse with Cucumber Spaghetti,Fish and Shellfish,Fish Dishes,226,945,12,3,127,632,3.7,0.3,2,25,172,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Prawn-and-Salmon-Mousse-with-Cucumber-Spaghetti_Y2lkPTEyJnNpZD0yMSZyaWQ9MTIz.html
"
Provencal Grilled Tuna Salad,Fish and Shellfish,Fish Dishes,261,1093,14.2,2.6,43,154,6.2,2.6,3.3,27.9,56,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Provencal-Grilled-Tuna-Salad_Y2lkPTEyJnNpZD0yMSZyaWQ9ODY0.html
"
Roasted Salmon Fillet with Nectarine Salsa,Fish and Shellfish,Fish Dishes,215,900,7,1,50,91,10,1.6,8,27,34,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Roasted-Salmon-Fillet-with-Nectarine-Salsa_Y2lkPTEyJnNpZD0yMSZyaWQ9NTk3.html
"
Salmon Broccoli Delight,Fish and Shellfish,Fish Dishes,390,1633,15,3.7,74,1064,28,4,9,36.5,404,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Salmon-Broccoli-Delight_Y2lkPTEyJnNpZD0yMSZyaWQ9NDE.html
"
Salmon and Cream Cheese Roll-Ups,Fish and Shellfish,Fish Dishes,237,989,5.5,1.4,41,592,24.3,2.2,3.9,23.5,188,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Salmon-and-Cream-Cheese-Roll-Ups_Y2lkPTEyJnNpZD0yMSZyaWQ9NDA.html
"
Salmon on a Bed of Leeks,Fish and Shellfish,Fish Dishes,352,1469,9.3,2.7,82,270,24.3,2.8,8.3,32.8,182,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Salmon-on-a-Bed-of-Leeks_Y2lkPTEyJnNpZD0yMSZyaWQ9ODYx.html
"
Smoked Salmon Pasta,Fish and Shellfish,Fish Dishes,311,1302,4.8,1.6,15,475,49.5,2.5,3.1,19.5,129,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Smoked-Salmon-Pasta_Y2lkPTEyJnNpZD0yMSZyaWQ9OTg3.html
"
Spicy Cod,Fish and Shellfish,Fish Dishes,100,418,2.2,0.3,28,220,5.8,1.4,2.9,14.5,34,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Spicy-Cod_Y2lkPTEyJnNpZD0yMSZyaWQ9MzIw.html
"
Spring Nicoise Potato Salad,Fish and Shellfish,Fish Dishes,216,904,8,0.4,13,451,24,3,4,14,64,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Spring-Nicoise-Potato-Salad_Y2lkPTEyJnNpZD0yMSZyaWQ9NTQw.html
"
Steamed Alaska Sole with Citrus-Shallot Sauce,Fish and Shellfish,Fish Dishes,263,1102,8.2,2.7,76,305,12.7,0.3,6.1,28,44,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Steamed-Alaska-Sole-with-Citrus-Shallot-Sauce_Y2lkPTEyJnNpZD0yMSZyaWQ9ODY2.html
"
Stir-Fry Mixed Seafood and Noodles,Fish and Shellfish,Fish Dishes,260,1085,3.9,0.7,106,360,27.6,2.3,3.7,26.1,99,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Stir-Fry-Mixed-Seafood-and-Noodles_Y2lkPTEyJnNpZD0yMSZyaWQ9MzUy.html
"
Thai Fish Cakes,Fish and Shellfish,Fish Dishes,258,1078,4,1,81,201,36,2,10,9,32,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Thai-Fish-Cakes_Y2lkPTEyJnNpZD0yMSZyaWQ9MTE4.html
"
Tilapia with Cucumber Radish Relish,Fish and Shellfish,Fish Dishes,232,969,9.9,2,85,247,1.6,0.4,0.8,34.5,28,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Tilapia-with-Cucumber-Radish-Relish_Y2lkPTEyJnNpZD0yMSZyaWQ9ODY4.html
"
Trout with Herbs and Feta Cheese,Fish and Shellfish,Fish Dishes,232,970,13.2,2.7,68,216,1.8,0.6,1.1,25.7,78,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Trout-with-Herbs-and-Feta-Cheese_Y2lkPTEyJnNpZD0yMSZyaWQ9ODYz.html
"
Venetian Fish Stew,"Soup, Stew and Chili","Warm Soup, Stew and Chili",245,1026,7,0.8,56,415,13,2,10,32,67,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Fish-Dishes/Venetian-Fish-Stew_Y2lkPTEyJnNpZD0yMSZyaWQ9NDY4.html
"
Broccoli-Shrimp Stuffed Potatoes,Fish and Shellfish,Shellfish Dishes,223,933,0.8,0.2,53,685,44.1,7.4,16.5,11.3,134,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Shellfish-Dishes/Broccoli-Shrimp-Stuffed-Potatoes_Y2lkPTEyJnNpZD0zNyZyaWQ9OTAz.html
"
Cool Shrimp Tacos,Fish and Shellfish,Shellfish Dishes,227,951,9.9,3.2,90,585,19.8,4.4,2.3,15.7,210,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Shellfish-Dishes/Cool-Shrimp-Tacos_Y2lkPTEyJnNpZD0zNyZyaWQ9OTQ0.html
"
"Mushroom, Shrimp and Egg Pad Thai Noodles",Fish and Shellfish,Shellfish Dishes,350,1306,15,2.7,245,885,22,2,5.3,29,85,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Shellfish-Dishes/Mushroom-Shrimp-and-Egg-Pad-Thai-Noodles_Y2lkPTEyJnNpZD0zNyZyaWQ9Njcx.html
"
Pineapple and Honeydew Salad with Mustard and Lime Marinated Shrimp,Salads and Vegetables,Salads,176,737,1,0.2,72,540,33.5,3.4,24,11,114,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Shellfish-Dishes/Pineapple-and-Honeydew-Salad-with-Mustard-and-Lime-Marinated-Shrimp_Y2lkPTEyJnNpZD0zNyZyaWQ9NDc1.html
"
Pineapple and Prawn Satays,Fish and Shellfish,Shellfish Dishes,310,1294,4.3,0.9,253,449,33.5,2.2,25,35.1,109,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Shellfish-Dishes/Pineapple-and-Prawn-Satays_Y2lkPTEyJnNpZD0zNyZyaWQ9MTE0.html
"
Quick and Easy Laksa,Fish and Shellfish,Shellfish Dishes,461,1924,7,2,129,473,56.5,2,13.5,38,158,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Shellfish-Dishes/Quick-and-Easy-Laksa_Y2lkPTEyJnNpZD0zNyZyaWQ9NjMx.html
"
Shrimp Fajitas,Fish and Shellfish,Shellfish Dishes,289,1210,10.1,1,129,349,30.7,4.6,3.9,21.1,104,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Shellfish-Dishes/Shrimp-Fajitas_Y2lkPTEyJnNpZD0zNyZyaWQ9OTgz.html
"
Shrimp Pesto Linguine,Fish and Shellfish,Shellfish Dishes,326,1362,7.4,1.2,115,231,40.4,4.5,4.8,23.3,72,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Shellfish-Dishes/Shrimp-Pesto-Linguine_Y2lkPTEyJnNpZD0zNyZyaWQ9OTQw.html
"
Shrimp and Pluot Stir-Fry,Fish and Shellfish,Shellfish Dishes,377,1578,4.7,0.6,173,469,53,8,28,27.6,109,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Shellfish-Dishes/Shrimp-and-Pluot-Stir-Fry_Y2lkPTEyJnNpZD0zNyZyaWQ9NDUw.html
"
Springtime Stir-Fry with Scallops & California Jumbo Asparagus,Salads and Vegetables,Vegetable Dishes,272,1139,2.4,0.3,29,255,39,3.3,4,22,52,"https://www.calorieking.com/recipes/Fish-and-Shellfish/Shellfish-Dishes/Springtime-Stir-Fry-with-Scallops-California-Jumbo-Asparagus_Y2lkPTEyJnNpZD0zNyZyaWQ9NDIy.html
"
"Acorn Squash Stuffed with Pears, Wild Rice, Walnuts",Vegetarian,Vegetarian Dishes,308,1289,9,2.3,6,287,56,7.7,12.5,6.3,103,"https://www.calorieking.com/recipes/Holiday-and-Special-Occasions/Christmas/Acorn-Squash-Stuffed-with-Pears-Wild-Rice-Walnuts_Y2lkPTM1JnNpZD02NCZyaWQ9NzUw.html
"
Browned Butter Smashed Potatoes with Butternut Squash,Salads and Vegetables,Vegetable Dishes,230,963,9,5,24,128,35,5,3.4,4.6,118,"https://www.calorieking.com/recipes/Holiday-and-Special-Occasions/Christmas/Browned-Butter-Smashed-Potatoes-with-Butternut-Squash_Y2lkPTM1JnNpZD02NCZyaWQ9Njg0.html
"
Butternut Squash Spiced Rice,Salads and Vegetables,Vegetable Dishes,158,663,2.5,0.3,0,18,31.4,2.9,4,3.8,66,"https://www.calorieking.com/recipes/Holiday-and-Special-Occasions/Christmas/Butternut-Squash-Spiced-Rice_Y2lkPTM1JnNpZD02NCZyaWQ9Mzcz.html
"
California Walnut and Apple Herb Stuffing,Holiday and Special Occasions,Christmas,182,761,8.9,1.4,0,199,21.2,4.8,4.6,6.5,105,"https://www.calorieking.com/recipes/Holiday-and-Special-Occasions/Christmas/California-Walnut-and-Apple-Herb-Stuffing_Y2lkPTM1JnNpZD02NCZyaWQ9OTkw.html
"
Cherry Relish,"Sauces, Dressings, Condiments, Creams","Sauces, Gravy and Condiments",31,131,0,0,0,3,7.6,0.5,7,0.3,5,"https://www.calorieking.com/recipes/Holiday-and-Special-Occasions/Christmas/Cherry-Relish_Y2lkPTM1JnNpZD02NCZyaWQ9NjQ3.html
"
Christmas Ham Glaze,"Sauces, Dressings, Condiments, Creams","Sauces, Gravy and Condiments",10,50,0,0,0,1,3,0,3,0,4,"https://www.calorieking.com/recipes/Holiday-and-Special-Occasions/Christmas/Christmas-Ham-Glaze_Y2lkPTM1JnNpZD02NCZyaWQ9NjY4.html
"
"Couscous with Dried Cranberries, Pine Nuts and Fresh Mint",Holiday and Special Occasions,Christmas,359,1503,9.9,1.1,0,254,58.4,3.9,11.2,8.9,18,"https://www.calorieking.com/recipes/Holiday-and-Special-Occasions/Christmas/Couscous-with-Dried-Cranberries-Pine-Nuts-and-Fresh-Mint_Y2lkPTM1JnNpZD02NCZyaWQ9NDEw.html
"
Cranberry Chutney,"Sauces, Dressings, Condiments, Creams","Sauces, Gravy and Condiments",43,181,0.1,0,0,25,10.7,0.6,9.1,0.2,46,"https://www.calorieking.com/recipes/Holiday-and-Special-Occasions/Christmas/Cranberry-Chutney_Y2lkPTM1JnNpZD02NCZyaWQ9MzYz.html
"
Cranberry Salad,Salads and Vegetables,Salads,82,343,5,0,0,32,9,2,6,2,14,"https://www.calorieking.com/recipes/Holiday-and-Special-Occasions/Christmas/Cranberry-Salad_Y2lkPTM1JnNpZD02NCZyaWQ9NDAy.html
"
Cranberry Sauce,"Sauces, Dressings, Condiments, Creams","Sauces, Gravy and Condiments",25,106,0.1,0,0,2,6.6,1.5,1.4,0.2,4,"https://www.calorieking.com/recipes/Holiday-and-Special-Occasions/Christmas/Cranberry-Sauce_Y2lkPTM1JnNpZD02NCZyaWQ9MTAxMA.html
"
Curried Quinoa Salad with Cranberries and Walnuts,Salads and Vegetables,Salads,302,1264,7.5,0.8,0,378,51.1,5.9,16.4,9.4,40,"https://www.calorieking.com/recipes/Holiday-and-Special-Occasions/Christmas/Curried-Quinoa-Salad-with-Cranberries-and-Walnuts_Y2lkPTM1JnNpZD02NCZyaWQ9NDQ1.html
"
Fruited Sweet Potatoes,Salads and Vegetables,Vegetable Dishes,228,955,4,1,0,420,45,4,35,3,60,"https://www.calorieking.com/recipes/Holiday-and-Special-Occasions/Christmas/Fruited-Sweet-Potatoes_Y2lkPTM1JnNpZD02NCZyaWQ9NDU3.html
"
Garlic Mashed Potatoes,Salads and Vegetables,Vegetable Dishes,157,655,3.3,1.1,3,127,27.6,3.7,4.9,4.7,90,"https://www.calorieking.com/recipes/Holiday-and-Special-Occasions/Christmas/Garlic-Mashed-Potatoes_Y2lkPTM1JnNpZD02NCZyaWQ9MTAxMw.html
"
Green Bean and Wisconsin Cheese Casserole with Spicy Onion Rings,Vegetarian,Casseroles,95,397,2.6,1,5,118,11.6,2.4,3.4,7.2,200,"https://www.calorieking.com/recipes/Holiday-and-Special-Occasions/Christmas/Green-Bean-and-Wisconsin-Cheese-Casserole-with-Spicy-Onion-Rings_Y2lkPTM1JnNpZD02NCZyaWQ9OTg5.html
"
Guilt-Free Turkey Gravy,"Sauces, Dressings, Condiments, Creams","Sauces, Gravy and Condiments",12,50,0,0,0,32,2,0,0,1,0.3,"https://www.calorieking.com/recipes/Holiday-and-Special-Occasions/Christmas/Guilt-Free-Turkey-Gravy_Y2lkPTM1JnNpZD02NCZyaWQ9NzY2.html
"
Harvest Vegetable Platter with Orange-Walnut Sauce,Salads and Vegetables,Vegetable Dishes,167,706,10.8,1.7,0,185,16.5,3.8,6.1,3.8,60,"https://www.calorieking.com/recipes/Holiday-and-Special-Occasions/Christmas/Harvest-Vegetable-Platter-with-Orange-Walnut-Sauce_Y2lkPTM1JnNpZD02NCZyaWQ9NDgx.html
"
Honey-Roasted Parsnips with Sweet Potatoes and Apples,Salads and Vegetables,Vegetable Dishes,99,413,2.5,0.2,0,43,19.4,2.9,10.4,0.9,21,"https://www.calorieking.com/recipes/Holiday-and-Special-Occasions/Christmas/Honey-Roasted-Parsnips-with-Sweet-Potatoes-and-Apples_Y2lkPTM1JnNpZD02NCZyaWQ9OTIw.html
"
Leg of Lamb with Garlic and Rosemary,Lamb,Lamb Dishes,168,704,7.5,2,73,91,0.5,0.2,0,23.3,12,"https://www.calorieking.com/recipes/Holiday-and-Special-Occasions/Christmas/Leg-of-Lamb-with-Garlic-and-Rosemary_Y2lkPTM1JnNpZD02NCZyaWQ9Nzgw.html
"
Lemon-Walnut Green Beans,Salads and Vegetables,Vegetable Dishes,75,314,3.4,0.4,0,11,10.8,5,2.3,3,66,"https://www.calorieking.com/recipes/Holiday-and-Special-Occasions/Christmas/Lemon-Walnut-Green-Beans_Y2lkPTM1JnNpZD02NCZyaWQ9NDMw.html
"
Light Vegan Brownie,Holiday and Special Occasions,Christmas,193,809,10.3,1.1,0,237,23.7,2.6,1.1,3.7,63,"https://www.calorieking.com/recipes/Holiday-and-Special-Occasions/Christmas/Light-Vegan-Brownie_Y2lkPTM1JnNpZD02NCZyaWQ9OTIz.html
"
Mango and Ginger Glazed Ham,Pork,Pork Dishes,162,676,4.3,1.4,56,873,11,0.3,10.5,19.7,3,"https://www.calorieking.com/recipes/Holiday-and-Special-Occasions/Christmas/Mango-and-Ginger-Glazed-Ham_Y2lkPTM1JnNpZD02NCZyaWQ9OTc3.html
"
